name,height,age,season,team_name,team_id,injury_type,injury_beginning_date,injury_recovering_date
Tihomir Vranješ,200,26,2022/2023,KK Vrijednosnice Osijek,83,Tendinitis rotuliana,2022-11-22,2022-12-08
Tihomir Vranješ,200,26,2022/2023,KK Vrijednosnice Osijek,83,Tendinitis rotuliana,2023-05-21,2023-06-18
Fabian Šiško,200,19,2022/2023,KK Vrijednosnice Osijek,83,Lumbalgia,2022-12-23,2022-12-31
Fabian Šiško,200,19,2022/2023,KK Vrijednosnice Osijek,83,Contusión muscular,2022-09-14,2022-09-22
Andrej Bojanić,192,20,2022/2023,KK Sloga,86,Esguince de tobillo,2023-05-16,2023-05-29
Andrej Bojanić,192,20,2022/2023,KK Sloga,86,Lesión de cuádriceps,2023-03-17,2023-04-03
Andrej Bojanić,192,20,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2022-12-24,2023-01-14
Rasheem Lamont Dunn Jr,187,24,2022/2023,KK Sloga,86,Lesión de cuádriceps,2023-02-19,2023-03-04
Rasheem Lamont Dunn Jr,187,24,2022/2023,KK Sloga,86,Distensión muscular,2022-09-20,2022-09-27
Matija Jordović,188,17,2022/2023,KK Sloga,86,Contusión muscular,2023-04-29,2023-05-04
Matija Jordović,188,17,2022/2023,KK Sloga,86,Contusión muscular,2022-10-11,2022-10-14
Matija Jordović,188,17,2022/2023,KK Sloga,86,Esguince de tobillo,2022-12-20,2022-12-31
Jad Khalil,186,25,2022/2023,KK Sloga,86,Rotura de fibras,2023-05-29,2023-06-23
Jad Khalil,186,25,2022/2023,KK Sloga,86,Lumbalgia,2023-01-26,2023-02-03
Stefan Matović,203,31,2022/2023,KK Sloga,86,Tendinitis rotuliana,2022-09-25,2022-10-12
Stefan Matović,203,31,2022/2023,KK Sloga,86,Fractura de dedo,2023-04-23,2023-05-26
Nemanja Nikolić,196,23,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2023-06-02,2023-06-27
Nemanja Nikolić,196,23,2022/2023,KK Sloga,86,Esguince de tobillo,2023-01-02,2023-01-19
Zoran Paunović,198,22,2022/2023,KK Sloga,86,Distensión muscular,2023-04-08,2023-04-17
Zoran Paunović,198,22,2022/2023,KK Sloga,86,Esguince de tobillo,2023-02-28,2023-03-16
Zoran Paunović,198,22,2022/2023,KK Sloga,86,Fractura de dedo,2023-04-02,2023-05-10
Zoran Paunović,198,22,2022/2023,KK Sloga,86,Distensión muscular,2022-10-14,2022-10-29
Bogdan Petrović,194,21,2022/2023,KK Sloga,86,Lesión de cuádriceps,2023-05-28,2023-06-09
Bogdan Petrović,194,21,2022/2023,KK Sloga,86,Rotura de fibras,2022-09-11,2022-10-03
Bogdan Petrović,194,21,2022/2023,KK Sloga,86,Lumbalgia,2023-04-29,2023-05-19
Bogdan Petrović,194,21,2022/2023,KK Sloga,86,Esguince de tobillo,2023-03-18,2023-04-04
Bogdan Savić,203,20,2022/2023,KK Sloga,86,Tendinitis rotuliana,2023-03-02,2023-03-16
Bogdan Savić,203,20,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2023-01-02,2023-01-23
Bogdan Savić,203,20,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2023-02-18,2023-03-18
Đorđe Simeunović,200,26,2022/2023,KK Sloga,86,Esguince de tobillo,2023-06-07,2023-06-19
Đorđe Simeunović,200,26,2022/2023,KK Sloga,86,Lesión de cuádriceps,2023-04-26,2023-05-11
Miloš Stajčić,208,22,2022/2023,KK Sloga,86,Contusión muscular,2022-11-09,2022-11-14
Miloš Stajčić,208,22,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2022-09-19,2022-10-13
Miloš Stajčić,208,22,2022/2023,KK Sloga,86,Tendinitis rotuliana,2022-12-12,2023-01-01
Miloš Stajčić,208,22,2022/2023,KK Sloga,86,Esguince de tobillo,2023-02-06,2023-02-18
Jovan Stamenić,200,26,2022/2023,KK Sloga,86,Lumbalgia,2023-06-06,2023-06-26
Jovan Stamenić,200,26,2022/2023,KK Sloga,86,Contusión muscular,2022-09-19,2022-09-26
Jovan Stamenić,200,26,2022/2023,KK Sloga,86,Fractura de dedo,2023-03-02,2023-03-31
Jovan Stamenić,200,26,2022/2023,KK Sloga,86,Esguince de tobillo,2023-01-18,2023-02-07
Luka Todosijević,197,19,2022/2023,KK Sloga,86,Lesión de cuádriceps,2023-03-24,2023-04-16
Luka Todosijević,197,19,2022/2023,KK Sloga,86,Contusión muscular,2023-02-21,2023-03-02
Dimitrius Paul Underwood,195,24,2022/2023,KK Sloga,86,Contusión muscular,2023-03-08,2023-03-18
Dimitrius Paul Underwood,195,24,2022/2023,KK Sloga,86,Rotura de fibras,2022-10-13,2022-10-31
Luka Vudragović,197,18,2022/2023,KK Sloga,86,Lumbalgia,2023-04-09,2023-04-17
Luka Vudragović,197,18,2022/2023,KK Sloga,86,Lesión de hombro,2022-12-02,2023-01-12
Luka Vudragović,197,18,2022/2023,KK Sloga,86,Rotura de fibras,2023-02-12,2023-03-02
Luka Vudragović,197,18,2022/2023,KK Sloga,86,Lesión de isquiotibiales,2023-01-30,2023-02-11
Elvis Čekić,202,24,2022/2023,KK Sloga,86,Contusión muscular,2022-11-25,2022-12-04
Elvis Čekić,202,24,2022/2023,KK Sloga,86,Contusión muscular,2023-04-17,2023-04-25
Elvis Čekić,202,24,2022/2023,KK Sloga,86,Esguince de tobillo,2023-02-28,2023-03-18
Lachlan Anderson,206,24,2022/2023,KK TFT Mozzart Skopje,87,Lumbalgia,2022-09-30,2022-10-11
Lachlan Anderson,206,24,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-03-27,2023-04-26
Lachlan Anderson,206,24,2022/2023,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2022-11-13,2022-11-28
Lachlan Anderson,206,24,2022/2023,KK TFT Mozzart Skopje,87,Lesión de hombro,2022-09-18,2022-10-24
Jermaine Christopher Bishop,185,25,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-03-07,2023-03-24
Jermaine Christopher Bishop,185,25,2022/2023,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2022-09-17,2022-10-09
Trent Elliot Buttrick,206,23,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-04-19,2023-05-04
Trent Elliot Buttrick,206,23,2022/2023,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2023-04-16,2023-05-07
Trent Elliot Buttrick,206,23,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2022-11-10,2022-12-08
Trent Elliot Buttrick,206,23,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2023-03-23,2023-04-11
David Michael Haughton,199,31,2022/2023,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2022-10-29,2022-11-19
David Michael Haughton,199,31,2022/2023,KK TFT Mozzart Skopje,87,Esguince de tobillo,2022-12-05,2022-12-23
David Michael Haughton,199,31,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2023-06-15,2023-06-24
Aleksandar Kostoski,186,34,2022/2023,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-04-17,2023-05-09
Aleksandar Kostoski,186,34,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2023-01-25,2023-03-05
Damjan Krstevski,197,23,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2022-11-02,2022-11-08
Damjan Krstevski,197,23,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-04-20,2023-04-26
Damjan Krstevski,197,23,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2022-10-15,2022-10-27
Damjan Krstevski,197,23,2022/2023,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2023-06-09,2023-06-30
Dupree Maurice Mc Brayer,196,27,2022/2023,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2022-11-20,2022-12-13
Dupree Maurice Mc Brayer,196,27,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-05-19,2023-05-29
Dupree Maurice Mc Brayer,196,27,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2022-12-31,2023-01-23
Dupree Maurice Mc Brayer,196,27,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2023-03-04,2023-03-07
Ivan Naumoski,181,36,2022/2023,KK TFT Mozzart Skopje,87,Lesión de hombro,2023-04-28,2023-05-24
Ivan Naumoski,181,36,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2022-10-15,2022-10-31
Ivan Naumoski,181,36,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-03-23,2023-04-11
Ivan Naumoski,181,36,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2022-11-04,2022-11-13
Strahil Nikolov,200,22,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-04-27,2023-05-21
Strahil Nikolov,200,22,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2022-11-05,2022-11-24
Strahil Nikolov,200,22,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2022-12-03,2022-12-27
Marko Nikolovski,188,19,2022/2023,KK TFT Mozzart Skopje,87,Lumbalgia,2022-09-29,2022-10-14
Marko Nikolovski,188,19,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2022-11-18,2022-12-14
Edis Nuri,200,40,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-02-13,2023-02-20
Edis Nuri,200,40,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2023-05-24,2023-06-24
Edis Nuri,200,40,2022/2023,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-01-07,2023-01-23
Alek Petkoski,190,17,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2022-11-04,2022-11-22
Alek Petkoski,190,17,2022/2023,KK TFT Mozzart Skopje,87,Tendinitis rotuliana,2023-05-16,2023-06-18
MIhail Stojanov,185,17,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2022-11-18,2022-12-02
MIhail Stojanov,185,17,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-02-20,2023-03-07
MIhail Stojanov,185,17,2022/2023,KK TFT Mozzart Skopje,87,Lesión de hombro,2022-09-15,2022-10-01
MIhail Stojanov,185,17,2022/2023,KK TFT Mozzart Skopje,87,Lesión de isquiotibiales,2023-01-14,2023-01-25
Borjan Stojanovski,190,21,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2023-04-02,2023-05-10
Borjan Stojanovski,190,21,2022/2023,KK TFT Mozzart Skopje,87,Lesión de hombro,2022-09-16,2022-10-21
Borjan Stojanovski,190,21,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2023-02-02,2023-02-09
Borjan Stojanovski,190,21,2022/2023,KK TFT Mozzart Skopje,87,Contusión muscular,2022-11-20,2022-11-26
Viktor Tashovski,185,20,2022/2023,KK TFT Mozzart Skopje,87,Lumbalgia,2023-04-26,2023-05-10
Viktor Tashovski,185,20,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2022-11-13,2022-12-13
Viktor Tashovski,185,20,2022/2023,KK TFT Mozzart Skopje,87,Lesión de cuádriceps,2023-02-24,2023-03-16
Georgi Zafirov,194,25,2022/2023,KK TFT Mozzart Skopje,87,Distensión muscular,2023-05-22,2023-06-01
Georgi Zafirov,194,25,2022/2023,KK TFT Mozzart Skopje,87,Rotura de fibras,2023-02-11,2023-02-26
Georgi Zafirov,194,25,2022/2023,KK TFT Mozzart Skopje,87,Fractura de dedo,2022-11-02,2022-12-06
Emir Ahmedović,215,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2022-11-12,2022-11-18
Emir Ahmedović,215,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de isquiotibiales,2023-01-27,2023-02-07
Emir Ahmedović,215,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-04-03,2023-04-23
Nejc Barič,183,25,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2023-02-08,2023-02-18
Nejc Barič,183,25,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-05-14,2023-06-08
Armin Hrštić,196,22,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2023-02-05,2023-02-15
Armin Hrštić,196,22,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Contusión muscular,2022-10-17,2022-10-20
Armin Hrštić,196,22,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-04-23,2023-05-08
Armin Hrštić,196,22,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-02-28,2023-03-26
Alen Malovčič,202,20,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2023-05-12,2023-05-23
Alen Malovčič,202,20,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-04-29,2023-06-11
Nejc Martinčič,189,25,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2022-10-26,2022-11-09
Nejc Martinčič,189,25,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-01-14,2023-01-23
Nejc Martinčič,189,25,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-03-07,2023-03-29
Dino Murić,202,32,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-06-19,2023-06-26
Dino Murić,202,32,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-03-05,2023-03-22
Jan Novak,194,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2023-03-17,2023-04-02
Jan Novak,194,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-06-09,2023-06-30
Jan Novak,194,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2022-10-31,2022-12-03
Jan Novak,194,27,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2023-02-21,2023-02-27
Matija Novković,193,26,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2022-12-11,2022-12-25
Matija Novković,193,26,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-03-25,2023-04-25
Matija Novković,193,26,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2022-09-24,2022-10-08
Matija Novković,193,26,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Esguince de tobillo,2023-02-18,2023-02-27
Gaber Ožegovič,198,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2022-11-16,2022-12-07
Gaber Ožegovič,198,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2022-11-11,2022-12-24
Gaber Ožegovič,198,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2023-03-21,2023-04-10
Matej Rojc,198,29,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Tendinitis rotuliana,2023-02-20,2023-03-24
Matej Rojc,198,29,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-05-19,2023-06-15
Matej Rojc,198,29,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2022-09-09,2022-09-30
Matej Rojc,198,29,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de cuádriceps,2022-10-27,2022-11-16
Luka Rudović,205,19,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2022-09-14,2022-10-08
Luka Rudović,205,19,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-01-14,2023-02-13
Luka Rudović,205,19,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2023-05-04,2023-06-06
Srdjan Tešić,202,20,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-03-14,2023-04-07
Srdjan Tešić,202,20,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2023-01-03,2023-01-18
Miloš Varagić,195,35,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2022-10-27,2022-12-11
Miloš Varagić,195,35,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-04-14,2023-05-04
Milutin Vidić,188,18,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lumbalgia,2023-03-31,2023-04-09
Milutin Vidić,188,18,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Fractura de dedo,2023-05-15,2023-06-17
Milutin Vidić,188,18,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Lesión de hombro,2022-10-02,2022-11-15
Lucas Alan Walford,204,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2022-12-16,2022-12-29
Lucas Alan Walford,204,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-05-03,2023-05-22
Lucas Alan Walford,204,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Rotura de fibras,2023-02-08,2023-02-28
Lucas Alan Walford,204,24,2022/2023,KK Gorenjska gradbena družba Šenčur,88,Distensión muscular,2023-05-31,2023-06-12
Duje Brala,196,20,2023/2024,HKK Široki TT Kabeli,6,Rotura de fibras,2024-01-14,2024-02-02
Duje Brala,196,20,2023/2024,HKK Široki TT Kabeli,6,Lesión de hombro,2023-12-08,2024-01-07
Duje Brala,196,20,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2024-05-08,2024-06-05
Ivan Galić,197,19,2023/2024,HKK Široki TT Kabeli,6,Contusión muscular,2024-06-13,2024-06-21
Ivan Galić,197,19,2023/2024,HKK Široki TT Kabeli,6,Tendinitis rotuliana,2023-11-02,2023-11-25
Ivan Galić,197,19,2023/2024,HKK Široki TT Kabeli,6,Lesión de hombro,2024-03-13,2024-04-18
Josip Jukić,203,27,2023/2024,HKK Široki TT Kabeli,6,Lesión de cuádriceps,2024-01-27,2024-02-10
Josip Jukić,203,27,2023/2024,HKK Široki TT Kabeli,6,Esguince de tobillo,2023-10-11,2023-10-22
Josip Jukić,203,27,2023/2024,HKK Široki TT Kabeli,6,Lesión de cuádriceps,2024-05-03,2024-05-27
Martin Junaković,188,29,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2024-01-17,2024-02-23
Martin Junaković,188,29,2023/2024,HKK Široki TT Kabeli,6,Rotura de fibras,2023-11-10,2023-12-05
Gabriel Karamarko,193,19,2023/2024,HKK Široki TT Kabeli,6,Lesión de hombro,2024-01-01,2024-02-08
Gabriel Karamarko,193,19,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2024-05-29,2024-06-19
Nikola Miletić,197,19,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2023-10-22,2023-11-12
Nikola Miletić,197,19,2023/2024,HKK Široki TT Kabeli,6,Lumbalgia,2024-04-29,2024-05-11
Zachary Markeith Nutall,190,23,2023/2024,HKK Široki TT Kabeli,6,Distensión muscular,2024-06-08,2024-06-13
Zachary Markeith Nutall,190,23,2023/2024,HKK Široki TT Kabeli,6,Distensión muscular,2024-05-01,2024-05-12
Carlos Antonio Pepin,201,23,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2024-02-12,2024-03-12
Carlos Antonio Pepin,201,23,2023/2024,HKK Široki TT Kabeli,6,Tendinitis rotuliana,2023-10-01,2023-11-04
Carlos Antonio Pepin,201,23,2023/2024,HKK Široki TT Kabeli,6,Lesión de isquiotibiales,2023-12-28,2024-01-27
Tim Tomažič,200,24,2023/2024,HKK Široki TT Kabeli,6,Esguince de tobillo,2023-11-29,2023-12-20
Tim Tomažič,200,24,2023/2024,HKK Široki TT Kabeli,6,Lumbalgia,2023-09-19,2023-10-09
Tim Tomažič,200,24,2023/2024,HKK Široki TT Kabeli,6,Lumbalgia,2024-05-11,2024-05-30
Tim Tomažič,200,24,2023/2024,HKK Široki TT Kabeli,6,Distensión muscular,2023-09-05,2023-09-14
Dominik Vujanović,182,20,2023/2024,HKK Široki TT Kabeli,6,Lesión de hombro,2023-10-25,2023-11-28
Dominik Vujanović,182,20,2023/2024,HKK Široki TT Kabeli,6,Lesión de cuádriceps,2024-04-20,2024-05-09
Dominik Vujanović,182,20,2023/2024,HKK Široki TT Kabeli,6,Rotura de fibras,2024-05-10,2024-06-01
Pero Zubac,201,18,2023/2024,HKK Široki TT Kabeli,6,Rotura de fibras,2024-01-18,2024-02-08
Pero Zubac,201,18,2023/2024,HKK Široki TT Kabeli,6,Fractura de dedo,2024-02-17,2024-03-11
Mateo Čolak,205,25,2023/2024,HKK Široki TT Kabeli,6,Contusión muscular,2023-12-05,2023-12-12
Mateo Čolak,205,25,2023/2024,HKK Široki TT Kabeli,6,Esguince de tobillo,2024-02-20,2024-03-09
Mile Čović,205,25,2023/2024,HKK Široki TT Kabeli,6,Lesión de hombro,2023-12-08,2024-01-13
Mile Čović,205,25,2023/2024,HKK Široki TT Kabeli,6,Distensión muscular,2024-03-26,2024-04-09
Mile Čović,205,25,2023/2024,HKK Široki TT Kabeli,6,Lumbalgia,2024-02-15,2024-03-01
Josip Čović,203,22,2023/2024,HKK Široki TT Kabeli,6,Lumbalgia,2023-10-19,2023-11-05
Josip Čović,203,22,2023/2024,HKK Široki TT Kabeli,6,Distensión muscular,2024-05-02,2024-05-09
Jan Babič,191,19,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2024-01-12,2024-02-01
Jan Babič,191,19,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2024-04-16,2024-04-26
Jan Babič,191,19,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2024-02-02,2024-02-26
Nejc Barič,183,26,2023/2024,KK Kansai Helios Domžale,20,Lesión de hombro,2024-01-12,2024-01-27
Nejc Barič,183,26,2023/2024,KK Kansai Helios Domžale,20,Lesión de cuádriceps,2023-10-02,2023-10-19
Nejc Barič,183,26,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2024-02-05,2024-02-29
Nejc Barič,183,26,2023/2024,KK Kansai Helios Domžale,20,Distensión muscular,2024-05-15,2024-05-26
Malcolm Alexander Bernard,198,29,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2024-01-30,2024-02-16
Malcolm Alexander Bernard,198,29,2023/2024,KK Kansai Helios Domžale,20,Lesión de cuádriceps,2023-12-22,2024-01-08
Malcolm Alexander Bernard,198,29,2023/2024,KK Kansai Helios Domžale,20,Distensión muscular,2023-11-18,2023-11-30
Malcolm Alexander Bernard,198,29,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2024-03-31,2024-04-08
Perttu Juhani Blomgren,195,22,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2024-04-29,2024-05-27
Perttu Juhani Blomgren,195,22,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2023-12-21,2024-01-16
Perttu Juhani Blomgren,195,22,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2023-10-12,2023-11-20
Perttu Juhani Blomgren,195,22,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2024-05-28,2024-06-18
Jan Brkić Štebe,195,18,2023/2024,KK Kansai Helios Domžale,20,Lesión de cuádriceps,2024-06-15,2024-06-27
Jan Brkić Štebe,195,18,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2024-05-16,2024-05-27
Jan Brkić Štebe,195,18,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2023-11-16,2023-12-24
Jan Brkić Štebe,195,18,2023/2024,KK Kansai Helios Domžale,20,Distensión muscular,2024-04-14,2024-04-24
Jan Copot,199,21,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2024-05-08,2024-06-15
Jan Copot,199,21,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2023-09-29,2023-10-25
Žiga Daneu,211,21,2023/2024,KK Kansai Helios Domžale,20,Distensión muscular,2024-03-31,2024-04-13
Žiga Daneu,211,21,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2024-06-13,2024-06-16
Žiga Daneu,211,21,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2023-09-12,2023-09-19
Sidy Mohamed Djitte,208,29,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2023-12-21,2024-01-04
Sidy Mohamed Djitte,208,29,2023/2024,KK Kansai Helios Domžale,20,Lesión de hombro,2023-09-24,2023-10-11
Sidy Mohamed Djitte,208,29,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2024-06-04,2024-06-16
Miloš Glišić,205,25,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2023-09-17,2023-10-12
Miloš Glišić,205,25,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2023-12-02,2023-12-29
Blaž Mahkovic,201,33,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2024-03-14,2024-03-26
Blaž Mahkovic,201,33,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2023-10-12,2023-10-21
Tibor Mirtič,202,20,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2024-02-26,2024-03-13
Tibor Mirtič,202,20,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2024-06-02,2024-06-17
Tibor Mirtič,202,20,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2023-11-05,2023-11-20
Tibor Mirtič,202,20,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2023-09-12,2023-10-02
Rok Nemanič,195,21,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2024-05-30,2024-06-08
Rok Nemanič,195,21,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2023-12-27,2024-01-16
Rok Nemanič,195,21,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2024-02-25,2024-03-30
Teo Pahernik,205,17,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2023-10-28,2023-11-17
Teo Pahernik,205,17,2023/2024,KK Kansai Helios Domžale,20,Esguince de tobillo,2024-04-02,2024-04-21
Lenart Sirc,203,19,2023/2024,KK Kansai Helios Domžale,20,Esguince de tobillo,2023-12-15,2023-12-25
Lenart Sirc,203,19,2023/2024,KK Kansai Helios Domžale,20,Lesión de isquiotibiales,2023-09-18,2023-10-01
Lenart Sirc,203,19,2023/2024,KK Kansai Helios Domžale,20,Contusión muscular,2024-01-04,2024-01-07
Lenart Sirc,203,19,2023/2024,KK Kansai Helios Domžale,20,Esguince de tobillo,2024-04-12,2024-04-25
Lamont West,203,26,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2023-09-29,2023-10-16
Lamont West,203,26,2023/2024,KK Kansai Helios Domžale,20,Distensión muscular,2024-01-27,2024-02-09
Jan Zemljič,192,18,2023/2024,KK Kansai Helios Domžale,20,Lesión de hombro,2024-02-12,2024-03-08
Jan Zemljič,192,18,2023/2024,KK Kansai Helios Domžale,20,Fractura de dedo,2023-11-13,2023-12-12
Nik Šetina,202,17,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2024-03-30,2024-04-16
Nik Šetina,202,17,2023/2024,KK Kansai Helios Domžale,20,Tendinitis rotuliana,2023-10-02,2023-10-24
Nik Šetina,202,17,2023/2024,KK Kansai Helios Domžale,20,Rotura de fibras,2023-11-29,2023-12-22
Nik Šetina,202,17,2023/2024,KK Kansai Helios Domžale,20,Lumbalgia,2024-05-11,2024-05-26
Luka Babić,200,23,2023/2024,KK Šibenka,23,Lesión de cuádriceps,2024-05-26,2024-06-17
